,Num,Code,Name,Price
0,65,271560,오리온,125300
1,111,030000,제일기획,21000
2,140,000120,CJ대한통운,90100
3,157,007310,오뚜기,470000
4,172,042670,현대두산인프라코어,7380
5,196,000240,한국앤컴퍼니,13770
6,218,280360,롯데제과,121000
7,244,001800,오리온홀딩스,15450
8,268,003230,삼양식품,120400
9,293,003240,태광산업,737000
