,Num,Name,Price
0,3,KRW-MTL,1235.0
1,4,KRW-XRP,517.0
2,12,KRW-STEEM,252.0
3,19,KRW-ADA,486.0
4,21,KRW-POWR,233.0
5,26,KRW-SC,4.03
6,27,KRW-ONT,272.0
7,28,KRW-ZIL,36.9
8,30,KRW-ZRX,294.0
9,31,KRW-LOOM,66.6
10,33,KRW-BAT,332.0
11,36,KRW-CVC,140.0
12,39,KRW-HIFI,640.0
13,40,KRW-ONG,380.0
14,54,KRW-AERGO,172.0
15,59,KRW-WAXP,89.5
16,64,KRW-ORBS,37.7
17,73,KRW-XTZ,1430.0
18,76,KRW-CRO,102.0
19,92,KRW-HUM,130.0
20,99,KRW-STX,362.0
21,105,KRW-1INCH,665.0
22,106,KRW-ALGO,323.0
